;Unnamed: 0;text;airline_sentiment
3273;8895;" Thank not livery; culture 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby";positive
3274;10573; trying Cancelled Flight flight urgently...get hung twice??? Sweet refund policy;negative
3275;10429; Sitting cesspool germs ground #PHL hours now.;negative
3276;7903; hold 30 mins placed hold hung 2nd time days Only looking group rates. BOS-SJU 5-12 5-19 10 people;negative
3277;12828; every time try call, tells try Late Flightr hangs up.;negative
3278;3311; Donna Juan still best United Club_ bad UAL not get;negative
3279;13155;" Define ""sincerely"". Your actions not reflect saying poor attempt redeem social media.";negative
3280;3354; needs pay car. could flight help desks not say already left. Shame.;negative
3281;13409; worst experience ever.  way!;negative
3282;8762;“:  Unfortunately that's not available option current system. Sorry guys. That's certain #fail Fix plz.;negative
3283;8871; thank you. Just sent msg.;positive
3284;11034; Seriously??? shared concerns four times already, NO avail! Geeeeezzzzz! #frustrated flyer;negative
3285;10432; waited hours NO LUGGAGE line long left airport flight Cancelled Flighted WHERE luggage GO? On hold hour far;negative
3286;8573; I'm trying add 2012 flights Badges account see option. Help plz?;negative
3287;5208; holding us hostage hour no updates taking us NY not. What's going ;negative
3288;6466;Despite Mother Nature's best efforts, 's good-humored folks got us home safely area heavily affected winter storms.;positive
3289;11210; that's it?!?!?;negative
3290;4353;" grounded flights b/c equipment problems &amp; rude wife, traveling alone w/our young kids. never again.";negative
3291;1488; time give 1K status switch  terrible can't even describe.;negative
3292;4931; sleeping floor like I'm homeless delayed flights equipment working! job get2;negative
3293;7601; Are airport-wide delays BOS get unlucky 152?;negative
3294;12256; Is large Wichita Falls Airport not receiving arrivals? called no one answers. waiting day;negative
3295;6891; understand ur it. But someone traveled 2+ hours get early. Relax b4 flight etc. Adv notice maybe??;negative
3296;14104; DONE!! thank much!!;positive
3297;14178; AA need Hail Mary. How get Dallas Joplin JLN next 14 hours. Willing fly airports drive;negative
3298;13497; right, give email write;negative
3299;744; But not... lady one phone says tel aviv. Tel Aviv united says Newark. No one knows nothing...;negative
3300;13173; Trying desperately rebook moms flight. Waited 10 hours callback, got disconnected didn’t call back. #help;negative
3301;8244; Although totally answer looking for, appreciate prompt response.;positive
3302;8486;" Why ""Best Fare Finder"" work?";negative
3303;4791; needs train employees lease somewhat empathetic THEY lose luggage. Monika MWA needs PR lesson;negative
3304;12639; My sister received call trip Wednesday (flts 2348/3499) Cancelled Flightled resched next day. Why?;negative
3305;2927; trying reach number. At last standbye gave meal voucher potential day standbye!;negative
3306;1509;, wife landed DC 5hrs ago. luggage not, told would delivered/Hotel 8pm. It's 10pm, no luggage. #UA484;negative
3307;1641; that's said years, losing customers!!!!!!;negative
3308;10928;" flight delayed &amp; closed doors tell us would not leaving hour half. Bad, bad service";negative
3309;1145;" It's fact international not bag no sense what's going ""maintenance"".";negative
3310;4292; sat airport hrs still sitting gate.. Sigh;negative
3311;2200; How make flight takeoff time? And regardless makes Late Flight wait bag baggage claim.;negative
3312;14043; never got update worst communication u. Our flight delay mechanical not word. #poorservice;negative
3313;1207; able get seat assign without paying $174 cust sec done;negative
3314;7678; amazing. Had short delay. They gave $150 credit! It literally pretty much fault missed flight.;positive
3315;9455; worry. Used initiative arriving much earlier planned;negative
3316;4533; Twitter cust svc rule Dont say IF fell short. told did! #2 If cant solve problem say anything all!;negative
3317;3339; Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj;positive
3318;6495; Any plans make southwest app Android not crappy?;negative
3319;9919;" #usairways Raleigh NC; baggage carousel staff aggressive towards people waiting 1/2 hrs bags. Flight 699";negative
3320;10535; flight's Cancelled Flightled, can't reach anyone phone ticketing agents, safe assume rebooked?;negative
3321;12029; 800 number not even let wait next customer rep. Very frustrating. Can't talk humans.;negative
3322;7308; far worst airline terms service jfk.;negative
3323;6601; ONLY airline not flying BNA today?;negative
3324;9913;" Cancelled Flights flight NY times, make decided S&amp;Gs they'll Cancelled Flight return flight too. Thanks.";negative
3325;6252; Just OH-ing text message received entitled jackass friend.;negative
3326;11759; customer service stinks. Trying book flight hours keep getting hung on. #usairwayssucks;negative
3327;5154; worst airline. Congrats!!;negative
3328;11828; hundreds people line less half desks manned CLT. Help?;negative
3329;7964; Airways Corporation (NASDAQ:JBLU) Reaches New High Range ... StreetWise Report http://t.co/C7tpdKqULM;positive
3330;11196;" course! ""Yeah, travel gotten harder. Ask passengers switch"" not fact, attitude!";negative
3331;1380;" One workers refused give name reference notes. Her tone &amp; language unprofessional.";negative
3332;5022; say customer service consistently best!!!;positive
3333;5930; A-List Pref credit card holder called exclusive hung hold 14 min. What gives???;negative
3334;3261; And no direct phone number status match desk? really regret Flight Booking Problems  now.;negative
3335;5349; Never felt better taken care of! Indian aunties gold standard. Thanks Aruna! http://t.co/aypyaDUY6a;positive
3336;4280;  pleasantly surprised find ANA made major upgrades transpacific route flights, planes service;positive
3337;4263; costumer service sucks! Waiting week response;negative
3338;1943; let us board fly time? Who knows! #shouldhaveflowndelta;negative
3339;9569; never treated poorly airline life, military family alot flying..;negative
3340;12852; Envoy Airlines disgrace AA family. Nothing delays Cancelled Flightlations, week week.;negative
3341;10756;  please get plane together go Jetblue;negative
3342;10539; rebooked missed flight..never called didnt check email. (cont) http://t.co/uTfDhxa8pU;negative
3343;8048; currently dancing terminal. love Stevie!;positive
3344;10484; thank you! You always good me. follow up.;positive
3345;6130; My flight 952, leaving las vegas 5:40pm, arriving CHI-MID 11:00 pm.;negative
3346;6185; thanks follow up. So glad get bag back.;positive
3347;8732; hour delay. Supposed land 9pm 3am. Still not boarding. #EpicFail;negative
3348;8364;".  😂😂😂😂😂OMG. Bored &amp; read convo.. Seems like JetBlue point.";negative
3349;14158; unbelievable unacceptable. Flight #293. JFK. Everyone gate upset us day.;negative
3350;3595; forgot Intl flights LAX go Intl Terminal! Easiest re-check ever! woo!;positive
3351;13486;last trip  ... Poor customer service trips row!  come!;negative
3352;1598; record Denver concourse prior gettin shuttle. want confirm location;negative
3353;13392; Kudos ticket agents #2224 making passengers check bags big fit overhead.;positive
3354;4991; Flight 52 got Cancelled Flightled hrs takeoff. No Customer Service. Been hold 30 minutes.;negative
3355;13215; flight home Cancelled Flightled today. Any way get another flight NYC Texas? hour wait call back airline;negative
3356;9816; can't gate agent flight #759 provide update? Seriously, ridiculous long people waiting;negative
3357;12517;" twice.got letter back saying company ""doesn't issue refunds phone bills"" help!phone shut";negative
3358;7084; toss ticket...it's great PR I'm sure every college student following willing rock wit 👀👀;positive
3359;2866; On plane thanks! Maybe let many people check teeming morons.;positive
3360;2451;" 14 hours landing #ATL &amp; still not bags...which means no clothes makeup!!! #UnitedAirlines #nothappy";negative
3361;4335; thank much completely made things right!;positive
3362;13592; yes manage lose two bags. Horrendous airline.;negative
3363;4178; would super paid much attention actual fliers credit card holders.;negative
3364;3610;. Worst flying experiences ever past three days. Your airline needs get together. Lost customer;negative
3365;6547; Thank hung 1hr 7min hold. Would like DM contact info?;negative
3366;5433; handing tickets sleep;negative
3367;544; also run instructed do, shattered computer. http://t.co/oAflfr7WXB;negative
3368;9809; You suck Philadelphia. Let us plane! #phl;negative
3369;2055; averaging 200 minute wait times tonight what? I've gotten no help tonight.;negative
3370;762; passengers hour delayed flight left no hotel end night hou airport. Wtf??!! http://t.co/ZfqMpGXVS6;negative
3371;6644; kidding me? needed help yesterday. I'm landed waiting connection. Never fly southwest again!;negative
3372;6453; needed flight info add rapid rewards flight ... First time flown SW #mad;negative
3373;14451; My flights tomorrow Cancelled Flighted, can't anything online, can't get phone. Help?;negative
3374;7656; lost loyal customers use 4-10 times year.;negative
3375;9131; I've hold 41min. Just trying change reservation.;negative
3376;14472; run engine troubleshoot issue boarding plane!?! How another plane? #aa2227 #miatoiah;negative
3377;1593; plane sitting hanger day numerous mechanical problems. Doesn't anyone actually maintenance;negative
3378;34; great news! America could start flights Hawaii end year http://t.co/r8p2Zy3fe4 via ;positive
3379;1602;, no good word describing angry pissed customer made me.;negative
3380;4288; that's gist flight attendant told her.;negative
3381;9207; actual worst. You zero respect passengers. I'm officially done flying you.;negative
3382;815;" Connection ORD exact plane again. Checked carry-on apparently taken &amp; left Chicago. Pretty ridiculous.";negative
3383;10508; big thank ticketing agent Ute Dulles-Washington OUTSTANDING guest service get rebooked;positive
3384;11252; flying Manchester international Philadelphia getting emails delays, no information connecting flights..;negative
3385;635;" Fingers crossed &amp; intact. Very disappointed experience actually saying enjoyed using";negative
3386;6875; JFK NYC staff amazing. The #lax JetBlue... Sending email details disappointing experience ;negative
3387;11846; thank blowing vacation. Couldn't get anywhere today make reservation also lost bags mine!;negative
3388;11093; Your gate team polite. But planes habitually Late Flight. In many cases, passengers waiting flight crew!;negative
3389;1086; great hear Thankyou much. Greatly appreciate replies. Feel much settled now.;positive
3390;8084; mechanical failure Boston' fault.;negative
3391;4239; employee yelled her. employee stood others whispering pointing behind counter;negative
3392;4985;. thx note. Flight Cancelled Flightled today booked go another carrier. :(;negative
3393;1562; was. But given up.;negative
3394;12822; airline ridiculous;negative
3395;5162; please help us check in... never expected make travel painful... like rest sudden...#intlcheckin#;negative
3396;1835; direct messages not going please help;negative
3397;1191; traveling  injured. Gate agent Chicago awesome helping her. TY #roadwarrior;positive
3398;697; filed refund claim told no charge DM. This disputed bank, hence would like(1/2);negative
3399;7682; thanks! Yes! order rum coke get hotel voucher floor chairs cushy here...!;negative
3400;5703; Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u;positive
3401;9097; There no reFlight Booking Problems event I'm flying attend. Waiting jetway driver??? STILL ON TARMAC???;negative
3402;2518; going Cancelled Flight flights today, everyone favor get now. Don't stall inevitable.;negative
3403;14310; Tired sitting delayed #1702 computer;negative
3404;6855; no seat assignment mins flight...line 20 people deep. Guess I'm sitting baggage? ;negative
3405;11555; phone talk real person?;negative
3406;8983; I've hold change date ticket hours. Can someone please assist me? Unacceptable.;negative
3407;8331; Pooling gifting completely different. charged $375 send points. Its disgusting.;negative
3408;9138; Thank allowing spend money vacation buying things already bought.;negative
3409;10693; purchased $49 upgrade flight weeks ago gave someone else not received refund. Is SOP?;negative
3410;9150; utterly unreliable! They schedule pilot US624 flight Seattle flights delayed #usairwaysfail;negative
3411;12172; Thanks much!;positive
3412;6137;    THIS IS EVERYTHING... now, return jet go Miami!;negative
3413;2610;" sure, different texts changing time &amp; gate (especially locations across entire concourse). That seemed little off.";negative
3414;12375; months ago best catering domestic airlines. Today. Worst planet. And I've flown almost;negative
3415;9887; plane BOS CLT 60 mins. Still gate. Crew says system-wide computers preventing paperwork. Any info give?;negative
3416;11614; I'm sure question still remains found 8.20 crew come 9.50 8.10 flt. Tks.;negative
3417;11454; It 2nd person called ask, could not catch name, rejected request;negative
3418;1570; would sent next flight Hayden/steamboat (HDN) Denver. So I'm hoping;negative
3419;2199; EWR TO MCO made unplanned landing pressurization failure. Worst pain I've EVER felt, thought going pass;negative
3420;370; Avis rental continue button work website book car. Tried times phone. This sucks!;negative
3421;3353; wifi ewr lounge reminds old days dial;negative
3422;5961; Yes know that. Also noticed offer list boarding A60. So programs popular.;negative
3423;1002; think actually not like screen  😃😃😃;negative
3424;10592; long going make us sit plane repair it? Could least get beer???;negative
3425;14266; long day Philly...12:13pm flt ORD Cancelled Flighted NO notice, no message, no email. NOT NICE FOR WE PLATINUMS.;negative
3426;639; Not sure talking about. She going nonstop flights. SNA SFO SFO EWR.;negative
3427;2310; broken luggage mild case food poisoning UA5 LHR-IAH. Who email this?;negative
3428;9734;" ""please call Late Flightr"" not acceptable neither hold 5+ hrs #onholdwith";negative
3429;12285; DM explain whole story. earlier flight not US1937;negative
3430;8616; The Magic eight ball never steered wrong :);positive
3431;8328; screwed last time. , glad give business. #JetScrew #AwfulCustomerService;negative
3432;10346; My wife, sick 3yr-old-twins, waiting line 2hrs see agent! Phone agent said nothing til Tuesday!;negative
3433;12724;“:  Thanks shout-out, Candace! Enjoy ride.” Always! adore American Airlines!;positive
3434;5957; no flights HRL :( limited route?;negative
3435;9635; miserable airline loss revenue reflection that. Go extinct. merger delays inevitable;negative
3436;2990; that's wonderful. unfortunately help hr flight major U.S. cities. #disappointed;negative
3437;2819;“:  We follow Maintenance team. Thanks tweet. ^KP” THANK YOU! United Cares!;positive
3438;1907; It also inappropriate lie passengers induce accepting voucher telling availability Late Flightr;negative
3439;6725; I'm showing flight 4720 delayed again. Would boarding pass still good seat given away?;negative
3440;11843; no warm weather hubs means no Mexico us. And can't go anywhere else since lost bags. hope attempt rectify;negative
3441;1700; lost bags flight Chi Eri landed 1.5 hrs ago...yet still zero updates?? #UnitedAirlinesSux;negative
3442;712; UA flight 1001! Now I'm currently stuck Portland missed ride hour delay. #GetMartyHome;negative
3443;13904; You can't even get someone phone. Great story media.;negative
3444;9090;" OK DAY 11 trying book flight 4. Ur system STILL says ""due weather….call back Late Flightr"" #outofbusiness";negative
3445;4489; We left iPad seat pocket. Filed lost item report. Received exactly week Late Flightr. Is record? #unbelievable;positive
3446;3815; Thanks explanation. It seems like odd incentive structure, tho, dramatically diminishes value certs.;positive
3447;1082; since bulkhead seats cannot bags floor, reserve o/head space seats? In 1B UA246 not impressed;negative
3448;10894; headed NYC CLT. Funny hear phones ring entire plane groan (has happened twice more).;negative
3449;11655;thanks  trip screwed up. Ive move meetings dinner im STILL not nyc yet;negative
3450;4145; My flight UA1159 Denver #RMOUG15 re-cheduled times. If no show, know why! Ridiculous.;negative
3451;6598; recommend upgrading IVR using call back, email, texting know caller.;negative
3452;4569; oh, ok! good! looking forward escaping cold bit! thanks!;negative
3453;13945; oh get better apparently. After making us wait gate, psych!! Now need de-ice coming gate!!;negative
3454;4976;" wife's flight DAL got Cancelled Flightled. What find options get back home? 1708 PHX-&gt;DAL";negative
3455;12752;" congrats call center customer service! guy named Fidencio answered went &amp; beyond help me! 👌👌👌";positive
3456;8322; called jet blue get explanation, make sure would not happen future. told write fraud dept.;negative
3457;13520; trying get thru agent since last night b/c AA changed flight days now. Infuriating! We need get SEA!;negative
3458;6610;" problem website? tried making changes w/ app site got ""unspecified errors""";negative
3459;4159;" Thank speedy response! figured may something nature. You guys ""fine print,"" haha";positive
3460;8783; That's great! Thank you.;positive
3461;6172; way know checked bag curb? She awesome!!! And want sure gets high five!;positive
3462;2345;So appreciated! ;positive
3463;7905; delayed 1:02! This ridiculous;negative
3464;1606; false.;negative
3465;4753; Please get back airtran credit Q4VNMB, call I'm told will, never get email/call back;negative
3466;10969;. rebooked Cancelled Flighting flight crew expired boarding unacceptable. You started delaying 1:30pm.;negative
3467;10313; better get free flight;negative
3468;7401;" absolutely guaranteed us would sit kids. Your ""terms"" response insulting. #jetblue";negative
3469;6188; guys fuck never forgive;negative
3470;5584; Flight 3056. Only hour long one best flights I've ever had. Kudos flight crew airline general.;positive
3471;10864;" bother wasting time!  send form letter &amp; let choose gift certificate. #worstcustomerservice";negative
3472;4105; not know, two hours us sitting plane no bags loaded, planes weight?!;negative
3473;5868; Oops...no functioning bathrooms fairly full flight? Hope everyone 702 New York hold it. Me included.;negative
3474;7465; backlog hour most, two! Unacceptable!!;negative
3475;6070; y'all real MVP prices...;positive
3476;7551; sent plane? Does anyone JetBlue clue?;negative
3477;8891; will. love flying all. Great service.;positive
3478;14150; really? Not even worthy response. This beginning social media alert world AA  useles;negative
3479;8137; no updates anything! All know issue front wheels locked.;negative
3480;10096; using monthly minute hold assholes;negative
3481;1564; changed entire flight plan vacation alone day night early nowhere stay. Help!;negative
3482;8501; think I'll testing waters dime again.;negative
3483;5285; Been hold 90 minutes. You fly, not answer phone?;negative
3484;9692; attendants gate. Enjoyed watching flight destination take horrible attendant give us;negative
3485;8008; Two delays. little proactive communication goes long way. #howhardcanthatreallybe?;negative
3486;10167; busy;negative
3487;14255; 's computer systems down, can't leave without flight plan! Any ETA, American air?;negative
3488;145; paid premium fly across country, Cancelled Flight flight offer no check fee upgrade love? Sad face :(;negative
3489;12398; again, no special meal catered JFK-LAX. thankfully i'm qantas rest way-i fear youd NOT cater;negative
3490;8114; CCNDJP/ send screen shot systems error email address provided;negative
3491;2197; Anyone there? Did read DM?;negative
3492;10141; On re-accommodation number Lisa (Liza?) Raleigh helpful;positive
3493;2914; course not. The inflight crew great!;positive
3494;695; another awesome new plane flight 1584 extremely nice Captain Steve Connolly.;positive
3495;12973; What's baggage handlers calling DFW today? No luggage onboard planes.;negative
3496;8993; thank you! calling you! #CheapOairChat;positive
3497;12797; lost pieces bags, delivered 36 hours, lied delivered, still no refund. Never;negative
3498;3422; guess that's not busiest route, based traffic/fuel costs, regional jet decision, still not great travelers.;negative
3499;11453; said no meal flight would not airline serves food anymore? Update policy?;negative
3500;4831; A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior boarding. Best option Tue afternoon. Seriously?!? Epic fail.;negative
3501;12154; really answer question. Maybe provide details give clarification...;negative
3502;1834; rebooked disappointed wait whole day start vacation. At fares United top notch service;negative
3503;3101; #onlyinAmerica. 18 days not word #unitedairlines #customerservices. Bad PR guys.;negative
3504;8820;  highlight delayed #freeconcert;negative
3505;8707; We even went airport phone hrs no help all. Everyone said different things.;negative
3506;10644;" Congrats, lost customer good. When made United weather change, free/5 min. You guys hrs hold &amp; $25.";negative
3507;14084;  not valid response 2015 multinational corp whose profits measured billions. Stop understaffing!;negative
3508;4706; Just landed PHL. Row window cover N366SW could use LUV. http://t.co/WQZZtIemX0;negative
3509;11227; lol thanks switch American http://t.co/Sl6BDRXfN8;negative
3510;13072; please something boarding DCA 35X. Many delays buses planes tarmac despite empty gates. Disorganized mess.;negative
3511;8737; honestly I’m glad didn’t Cancelled Flight flight, I’ll driving home 3-4 now. :/;negative
3512;1503; get explanation UA978 São Paulo Houston delayed? Now we're hearing crew Cancelled Flightlations.;negative
3513;4834; thank you!!;positive
3514;4926; can't board thanks. You guys moved standby. I've holding boarding pass since 7pm yesterday;negative
3515;8720;"'s #ValentinesDay email point &amp; clever! Thanks amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI";positive
3516;1023; booked flights $779. Was charged $389.50 twice. Means can't redeem CC points properly. Would gone elsewhere.;negative
3517;14347; changed flight tonight. Why AA behalf instead flight tomorrow? Poor effort around.;negative
3518;10443; So Cancelled Flightled flight AGAIN? paying hotel?!;negative
3519;1980; thank you!;positive
3520;3799; hour mechanical delay...killing;negative
3521;12;" This great deal! Already thinking 2nd trip  &amp; even gone 1st trip yet! ;p";positive
3522;4130; They get first class flights rebooked myself.;negative
3523;1302;  going United's Mileage Program? You pay $500 ticket get fraction PQD credit?;negative
3524;13551; thanks reFlight Booking Problems flight leaving luggage NYC. Unbelievable.;negative
3525;14483; The bad weather surprise! You double/triple staff hand handle calls. Way treat customers.;negative
3526;7040;Why “: Our fleet's fleek. http://t.co/a7NvbJ8ipx”;positive
3527;12178; It going reported police due sexual assult sad care;negative
3528;7713;" Flight 2202 JFK, &amp; 1/2 hr delay. could get weather reLate Flightd, considering not Come";negative
3529;1339; would encourage re-interview sole flight attendant UAL 6166 BUF ORD. Blatantly not stable. Uncomfortable.;negative
3530;13666;".  Add insult injury guys ""misplaced"" bag. Can't believe pay money treated poorly.";negative
3531;12530; 6am flight get no rest wait another hours receive automated phone call. #neveragain;negative
3532;11380;  stuck plane due snow Boston not actually snowing Boston? Usair flight 2218 #US2218;negative
3533;5892;Thanks  #heartlanta;positive
3534;220; change another airline get DC today ... Why  able land DC not you? Cost $800 ...ugh;negative
3535;9065; made it- thx.;positive
3536;2074; unhelpful team? Sure did. I'm Bangkok, bag Chicago. Are going pay accommodation bag arrives??;negative
3537;3122;  After waited hours airport told one fib other. Why can't UAL honest customers?;negative
3538;2945;" flight 5559 YYC providing free food allowed back board ""broken lightbulb""";negative
3539;9830; need help locating bag. arrived Denver last night midnight charlotte 8am flight Hayden/steamboat;negative
3540;4932; guys stop service Denver horrible get stuck every time! I've almost 24hrs;negative
3541;7622; note time taken (now 906 am) flight still listed time 910 I'm not onboard http://t.co/zvfmxnuELJ;negative
3542;14568; spoken like I'm idiot not OK!! need deal w/ esp travel experience I've;negative
3543;5978;, rude customer svc, accommodate earlier flight w/o $400 charge. US Mail takes priority customers. #badservice;negative
3544;11695; This flight brother. He rebooked able give info phone get pass Club.;negative
3545;3828;" ridic cant transfer credit, $400 &amp; youre taking $200 Cancelled Flightling. Atleast let keep credit damn";negative
3546;2348; help appreciated. That's LOOONG wait help something that's not fault;negative
3547;9947; like USDELAY-ways. Another long 'paperwork' reLate Flightd delay Friday Charlotte. Today Philly. #letsgoalready;negative
3548;9478;  worst experience I've ever flying. Rude, delays, Cancelled Flightlations, lack updates, wasting time;negative
3549;11209; hold captain Late Flight...his bag fit.;negative
3550;5182; Officially customer support game wills... 2hr30 hold... Who's loser here? Oh yeah, that's me.;negative
3551;2714; made remove pound checked bag otherwise would charge $200. Loyal flier 10 years time change.;negative
3552;8747; bag supposedly Boston;negative
3553;11883; stranded 24 hours MIA, Patrick casimir ONLY AA staff apologize great inconvenience #unreal;negative
3554;13348; So mean flights going Buffalo locations, care safety?;negative
3555;14597;"  Do dislike delays they're caused YOUR crew forgetting load bags &amp; lazy pilot wanting duty day end?";negative
3556;9155; can't get back lost time;negative
3557;14486; first pilot, catering...;negative
3558;4664;" ""sincere"" Cancelled Flighted flight made drive 17 hours get home..";negative
3559;3589; hour flight FLL Ewr, 1242, waiting hour plus bags, no sign yet. What gives????;negative
3560;9194; terrible service;negative
3561;9081; You prepared Weather. All want find take train PHL catch connection.;negative
3562;14361; No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You get (I'm sorry, apologize) blah blah blah. Bad;negative
3563;14457;, I've booked wrong flight! And PE desk wait hours?!;negative
3564;10203;" trick getting hold queue? I've calling since Thursday keep getting ""call back Late Flightr"" message";negative
3565;127; completely awesome experience last month BOS-LAS nonstop. Thanks awesome flight depart time. #VAbeatsJblue;positive
3566;8786; ticket issued whilst delivering customers.;negative
3567;8913; figured delay listed almost hrs. Thanks great! Cheers;negative
3568;10269; hours hold. Still no answer. Horrible.;negative
3569;4979;" guys rule. DM you. &lt;3 Thank you.";positive
3570;12106; “Inconvenient” convenient word.;negative
3571;6448; hope happy! You officially become next  #ProfitBeforePeople IMO bankrupt 2020;negative
3572;8264; awesome, thanks!;positive
3573;6375; hot stewardess flipped;positive
3574;2379; that's crazy long form! You need something video?;negative
3575;13776; I'm still hold wondering... hours 37 minutes counting. #ServiceFail #OnHoldForever #Suboptimal;negative
3576;3806;" mean like mailing address rate? By surliness United ""coworkers"" I'm guessing benefits great.";negative
3577;1693; flight san fransico jfk evacuated why?;negative
3578;6027; thank integrating Passbook iOS, works much better now!!!;positive
3579;7697; sat plane hours Dulles #insane #ijustwanttobeinBoston #thanksDC;negative
3580;8472;  Love it. They're cute;positive
3581;4846; customer service rather inconsistent information;negative
3582;1889; guys horrible! First get stuck snow hr ewr sitting cmh saying could 30min gate;negative
3583;11449; families no longer get early boarding young kids? American, new parent, gives us...;negative
3584;12540; I'll give reward whoever finds returns Thurs fly back thru . ❤️ earrings!!;negative
3585;9541; thanks Cancelled Flighting flight 5097 today. Now missing required training. Not happy customer.;negative
3586;2858; UA1023 sitting Tarmac ORD visibly gates open. Reassign gate.;negative
3587;7839; No changes made. My son's pass printed conf #. Just mine not print expressed disapptment w/ JetBlue;negative
3588;3357;" tried already &amp; tried forgetting wifi network connection. Still forces log incorrect email. Other suggestions?";negative
3589;6158; alas, pretty full entertain witty repartee ...;negative
3590;4301; mot getting refund?;negative
3591;13903; no gate agent 30 minutes let us plane???? WTW grounds crew hope ready cover delay;negative
3592;13635; Flight Cancelled Flighted 2nd time. Can't reach agent reschedule. Can call me?;negative
3593;12535; *does;negative
3594;11134; understood sympathetic. How get $100 back? pay especially YOU switched flight.;negative
3595;11359; thanks! Now need locate luggage is!;negative
3596;14627; Flight Cancelled Flightled, can't go home tomorrow. could use dinner play, ! It's first time NYC.;negative
3597;10704; talked Supervisor Jeanine help me. 45 minutes talking nothing.;negative
3598;11782; please update website current flight status? And update customer service phone  thx;negative
3599;12026; FYI...call stilling getting dropped. After hour continuous dialing. Attempted Cancelled Flight online not able to. HELP!!!;negative
3600;12946; WHERE IS MY BAG?!?!?!;negative
3601;13154; got it, paying extra not sit way back. Awesome. Never again.;negative
3602;8431;'s CEO battles appease passengers Wall Street  http://t.co/h6cE3mWCqj;negative
3603;6229; step 1: less shot. Step 2: acknowledge customers places Twitter. Step 3: suck much;negative
3604;11842; tried twice today hold 30 min time. things can't live hold dealing w/ customer serv failures;negative
3605;12262;" Airline trouble winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC negotiate w/companies forU!";negative
3606;14048; anxious see care customers you’ve inconvenienced #Cancelled Flightledflight;negative
3607;1730; First seats open UA5097. No upgrades processed. Gate agents  said busy. Not cool http://t.co/6KpyhckA9l;negative
3608;5009; tried 5hrs contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr respond, could point?;negative
3609;3516; goods, I'll call tomorrow, thanks.;positive
3610;6358; love appreciate fact guys rarely Cancelled Flight flights time, need Cancelled Flightlation time.;positive
3611;10585; Was told software bug. Told call back AM Now system busy handle calls AM. Clown shoes.;negative
3612;9584; please fix unproductive check process . 20 check stations people working them. What total mess!!!!;negative
3613;924; That's not issue. The fact no one even called (despite promises) confirm bag's location is.;negative
3614;8385; customer service bad updating points, use next points, flying you. Point system almost sham.;negative
3615;4815;. glad appreciate it, it’ll last dollar ever get thanks wretched customer service;negative
3616;9267; despite tailwind… Will still Late Flight.;negative
3617;4994; Promotion e-mail today (Vegas Jamaica) defective link Vegas sweepstakes...it times error.;negative
3618;12680; Cancelled Flight flight saying cause weather condition flight Cancelled Flight;negative
3619;5122; Kudos adding #Passbook app! LOVE IT!;positive
3620;13593; Thanks guys, got it. I'm heading Milan Wednesday, big week AA family :);positive
3621;7104;"RT : Our fleet's fleek. http://t.co/NfjAuW16vZ&lt;--....😕";negative
3622;1003; Apparently asking 20 people board plane--how big miscalculation made?!;negative
3623;13651; still waiting dm response..... #sloooowresponses;negative
3624;6395; My luggage still not found. Luggage not scanned final destination. So no way knowing is!;negative
3625;11428; Have call me. cant wait see anything happens. Your service really sucks.#usairwayssucks;negative
3626;12124; lost cats, missed flights, kept crated 30 hrs would-be hr trip. You'll never touch pets again.;negative
3627;5589; us cant get states playing hunt? Any DestinationDragons tickets left?Even one;negative
3628;14301; My flt AA375 02/23 got cncled cant get hold CSR get alternate arrangement. Plz help;negative
3629;6504; helped nice lady PHX checkin. spent hours hold 24 hours, might want look efficiency there.;negative
3630;12526; responded. Your info different customer service line;negative
3631;8784; tried us towed. Do think I'll flying terminal again? Risk $75 fine corrupt police official;negative
3632;10215;  Also on-hold message trying sell Valentines Day gifts. Over week Late Flight. Sounds right USAir;negative
3633;13323; finally called! Can't get met Seattle refund processed. Thanks;positive
3634;4284;. rebooked. But  split take different flights pilot ran hours? Frustrating.;negative
3635;7216; Understood watched fam heading FL expedited 25m takeoff. speaking conference SF;negative
3636;2677; truly WORST day flying ever experienced...;negative
3637;13417; comes no one answered calls emails?;negative
3638;4847; we're pulling runway now! Making new friends seat mates. Thanks response CB.;positive
3639;13747; calling 4+ hours reschedule flight #DFW due weather even let stay hold.....;negative
3640;204; Keep great work :);positive
3641;1695; far THE WORST airline I've ever misfortune flying 44 countries I've flown to!!! It's outrageous!;negative
3642;5160; trying fly back Orlando BWI. The website crashed no one answered phone. #HELP;negative
3643;5257; Where heck bags Chicago 408. It hour;negative
3644;14599;  It's not weather. It's also gross incompetence. Understaffing. Crew forgetting load bags. Don't duck truth.;negative
3645;1587; How free wifi flights delayed? Only 20 mins allowed!;negative
3646;5203; literally worst?;negative
